low,False,True,True,True,False,Forward
medium,True,True,True,False,False,False
medium,False,False,True,False,True,False
low,False,True,True,True,True,Backward
medium,True,True,True,True,False,Backward
medium,True,False,False,False,True,Backward
low,False,False,True,False,False,Forward
low,True,False,False,False,True,Forward
low,True,False,False,False,True,False
low,True,False,False,True,False,Backward
low,True,False,False,True,False,False
low,True,False,True,False,False,False
medium,False,False,False,True,True,Backward
low,True,False,True,False,True,Backward
medium,True,True,True,True,True,False
low,False,False,False,False,True,Backward
medium,False,True,False,False,False,Forward
low,False,False,False,True,True,False
low,True,True,False,False,False,Forward
low,True,True,False,False,False,False
medium,False,False,True,True,True,Forward
high,True,False,True,True,True,False
medium,False,True,False,True,False,Backward
low,True,True,True,False,False,Backward
low,False,False,False,True,False,Forward
high,True,True,True,False,True,Backward
